isotype	sweep	ALT	Hets	REF	n_str	alt_frac	hets_frac
ECA1195	Divergent	2554	636	5714	8904	28.6837376460018	7.14285714285714
ECA1196	Divergent	2966	66	5759	8791	33.7390513024684	0.75076783073598
ECA1200	Divergent	1644	2	7788	9434	17.4263302946788	0.0211999152003392
ECA1202	Divergent	3122	7	6198	9327	33.4727136271041	0.0750509274150316
ECA1206	Divergent	3126	6	6197	9329	33.5084146210741	0.0643155750884339
ECA1208	Divergent	3056	11	6084	9151	33.3952573489236	0.120205442028194
ECA1212	Divergent	3063	12	6094	9169	33.406042098375	0.130875777074926
ECA1216	Divergent	3101	6	6087	9194	33.7285185990864	0.0652599521427018
ECA1223	Divergent	3075	9	6131	9215	33.3695062398264	0.0976668475311991
ECA1225	Divergent	2949	44	5951	8944	32.971824686941	0.491949910554562
ECA1228	Divergent	2962	30	5976	8968	33.028545941124	0.334522747546833
ECA1229	Divergent	3087	15	6063	9165	33.6824877250409	0.16366612111293
ECA1232	Divergent	3051	24	5901	8976	33.9906417112299	0.267379679144385
ECA1237	Divergent	3127	5	6002	9134	34.2347273921612	0.0547405298883293
ECA1238	Divergent	3178	5	6031	9214	34.4909919687432	0.0542652485348383
ECA1240	Divergent	3112	10	5928	9050	34.3867403314917	0.110497237569061
ECA1242	Divergent	3010	44	5746	8800	34.2045454545455	0.5
ECA1243	Divergent	1680	25	7409	9114	18.4331797235023	0.274303269694975
ECA1247	Divergent	3090	6	6065	9161	33.7299421460539	0.0654950332933086
ECA1251	Divergent	3047	42	5849	8938	34.0904005370329	0.469903781606623
ECA1252	Divergent	3201	5	6118	9324	34.3307593307593	0.0536250536250536
ECA1253	Divergent	3109	8	6040	9157	33.9521677405264	0.0873648574860762
ECA1255	Divergent	1576	6	7695	9277	16.988250512019	0.0646760806295139
ECA1257	Divergent	1604	17	7624	9245	17.3499188750676	0.18388318009735
ECA1260	Divergent	1803	9	7355	9167	19.6683756954293	0.0981782480637068
ECA1261	Divergent	2944	39	5952	8935	32.9490766648013	0.436485730274203
ECA1269	Divergent	1720	20	7355	9095	18.9114898295767	0.219901044529962
ECA1271	Divergent	1708	30	7288	9026	18.9231110126302	0.332373144249945
ECA1276	Divergent	3077	13	6065	9155	33.610049153468	0.14199890770071
ECA1278	Divergent	3066	15	6040	9121	33.6147352264006	0.164455651792567
ECA1281	Divergent	3139	6	6127	9272	33.8546160483175	0.0647109577221743
ECA1283	Divergent	3076	7	6105	9188	33.4784501523727	0.0761863299956465
ECA1284	Divergent	3109	8	6034	9151	33.9744290241504	0.0874221396568681
ECA1286	Divergent	3120	4	6093	9217	33.8504936530324	0.043398068785939
ECA1287	Divergent	2739	16	6281	9036	30.3120849933599	0.177069499778663
ECA1288	Divergent	1805	3	7536	9344	19.3172089041096	0.0321061643835616
ECA1289	Divergent	3047	17	5994	9058	33.6387723559285	0.187679399425922
ECA1293	Divergent	3161	4	6161	9326	33.8944885266995	0.0428908428050611
ECA1298	Divergent	1669	3	7675	9347	17.8559965764416	0.0320958596341072
ECA1316	Swept	895	1	8441	9337	9.58551997429581	0.0107100781835707
ECA1409	Divergent	2697	3	6184	8884	30.3579468707789	0.0337685727149932
ECA1413	Swept	1588	8	7652	9248	17.1712802768166	0.0865051903114187
ECA1493	Divergent	3126	8	5328	8462	36.9416213661073	0.0945402978019381
ECA1693	Divergent	2065	62	6682	8809	23.4419343852878	0.703825632875468
ECA1713	Divergent	3064	16	5135	8215	37.2976262933658	0.194765672550213
ECA1717	Divergent	3080	28	5898	9006	34.1994226071508	0.310903841883189
ECA1725	Divergent	3012	4	5888	8904	33.8274932614555	0.0449236298292902
ECA1751	Divergent	2762	4	6467	9233	29.9144373443085	0.0433228636412867
ECA1757	Divergent	1732	4	7454	9190	18.8465723612622	0.043525571273123
ECA1761	Divergent	2952	35	5762	8749	33.740998971311	0.400045719510801
ECA1769	Divergent	3069	4	6094	9167	33.478782589724	0.043634776917203
ECA1793	Divergent	3138	13	5914	9065	34.6166574738003	0.143408714837286
ECA1805	Divergent	1561	5	7634	9200	16.9673913043478	0.0543478260869565
ECA1807	Divergent	1645	24	7199	8868	18.5498421290032	0.27063599458728
ECA1815	Divergent	1502	8	7545	9055	16.5875207067918	0.0883489784649365
ECA1821	Divergent	3098	8	5992	9098	34.051439876896	0.087931413497472
ECA1825	Divergent	2631	43	6212	8886	29.6083727211344	0.483907269862705
ECA1843	Divergent	3066	12	6037	9115	33.6368623148656	0.131651124520022
ECA1851	Divergent	3154	9	5783	8946	35.2559803264029	0.100603621730382
ECA1853	Divergent	1570	3	7738	9311	16.8617763935131	0.0322199548920632
ECA1875	Divergent	1586	4	7582	9172	17.2917575228958	0.0436109899694723
ECA1885	Divergent	3018	36	5824	8878	33.9941428249606	0.405496733498536
ECA1887	Divergent	1558	7	7515	9080	17.15859030837	0.0770925110132159
ECA1889	Divergent	1467	71	7267	8805	16.6609880749574	0.806360022714367
ECA189	Divergent	1654	8	7745	9407	17.5826512171787	0.0850430530456043
ECA1891	Divergent	2760	52	5674	8486	32.5241574357766	0.612773980674051
ECA1901	Divergent	1491	17	7546	9054	16.467859509609	0.187762314998896
ECA191	Divergent	3167	9	6205	9381	33.7597271079842	0.0959385992964503
ECA1919	Divergent	3112	7	6138	9257	33.6178027438695	0.0756184509020201
ECA1925	Divergent	3177	2	5683	8862	35.8496953283683	0.0225682690137666
ECA1937	Divergent	1702	17	7406	9125	18.6520547945205	0.186301369863014
ECA1939	Divergent	1700	16	7426	9142	18.5954933274995	0.17501640778823
ECA1943	Divergent	1750	12	7381	9143	19.1403259324073	0.131247949250793
ECA1969	Divergent	3076	6	6108	9190	33.4711643090316	0.0652883569096844
ECA1977	Divergent	1652	36	7254	8942	18.4746141802729	0.402594497875196
ECA1997	Divergent	2969	19	5954	8942	33.2028628942071	0.212480429434131
ECA2041	Divergent	1593	8	7601	9202	17.3114540317322	0.0869376222560313
ECA2043	Divergent	3015	32	5852	8899	33.8802112596921	0.359590965276997
ECA2073	Divergent	3032	7	6055	9094	33.3406641741808	0.0769738288981746
ECA2081	Divergent	3087	10	6018	9115	33.8672517827756	0.109709270433352
ECA2091	Divergent	2845	2	5852	8699	32.7049086101851	0.022991148407863
ECA2109	Divergent	2997	62	5512	8571	34.9667483374169	0.723369501808424
ECA2111	Swept	1567	6	7546	9119	17.1839017436122	0.0657966882333589
ECA2119	Divergent	538	2276	5377	8191	6.56818459284581	27.7865950433403
ECA2151	Divergent	2504	3	6639	9146	27.3780887819812	0.0328012245790509
ECA2155	Divergent	3047	11	5967	9025	33.7617728531856	0.121883656509695
ECA2159	Divergent	3089	3	5943	9035	34.1892639734366	0.0332042058660764
ECA2183	Divergent	2870	72	5416	8358	34.3383584589615	0.861450107681264
ECA2187	Divergent	3023	25	5738	8786	34.4070111541088	0.284543592078306
ECA2191	Divergent	3011	28	5086	8125	37.0584615384615	0.344615384615385
ECA2195	Divergent	3019	18	5113	8150	37.0429447852761	0.220858895705521
ECA2199	Divergent	2776	25	5234	8035	34.5488487865588	0.311138767890479
ECA2251	Divergent	2980	17	5987	8984	33.1700801424755	0.189225289403384
ECA2281	Divergent	3082	7	5980	9069	33.9839012018966	0.0771860183041129
ECA2291	Divergent	3064	15	5982	9061	33.8152521796711	0.165544641871758
ECA2332	Divergent	1668	17	7464	9149	18.2315007104602	0.185812657120997
ECA2334	Divergent	2821	27	5955	8803	32.0458934454163	0.306713620356697
ECA2336	Divergent	3082	3	5945	9030	34.1306755260244	0.0332225913621262
ECA2344	Divergent	1573	3	7631	9207	17.0848267622461	0.0325839035516455
ECA2350	Divergent	1550	18	7456	9024	17.1764184397163	0.199468085106383
ECA2360	Divergent	2917	44	5785	8746	33.3523896638463	0.503087125543105
ECA2367	Divergent	2864	46	5728	8638	33.1558231072007	0.532530678397777
ECA2377	Divergent	1711	13	7233	8957	19.1023780283577	0.145137880986938
ECA2417	Divergent	3128	3	6092	9223	33.9152119700748	0.032527377209151
CB4851	Swept	417	13	8584	9014	4.6261371200355	0.144220102063457
ECA2437	Divergent	1866	2	7354	9222	20.2342225113858	0.0216872695727608
ECA2443	Divergent	3100	13	6039	9152	33.8723776223776	0.142045454545455
ECA2452	Divergent	854	813	5802	7469	11.4339268978444	10.8849912973624
CB4853	Swept	967	1	8599	9567	10.1076617539459	0.0104525974704714
ECA2467	Divergent	1680	18	7276	8974	18.7207488299532	0.200579451749499
ECA2473	Divergent	3104	4	6189	9297	33.3871141228353	0.0430246316015919
ECA2475	Divergent	3147	4	6028	9179	34.2847804771762	0.0435777317790609
CB4855	Swept	1039	21	7928	8988	11.559857587895	0.233644859813084
ECA2481	Divergent	1853	4	7561	9418	19.6750902527076	0.0424718623911659
ECA2482	Divergent	3080	14	6082	9176	33.5658238884045	0.152571926765475
ECA2489	Divergent	3102	4	6213	9319	33.2868333512179	0.0429230604142075
CB4857	Swept	989	12	8228	9229	10.71622060895	0.130024921443277
CB4858	Swept	942	0	8358	9300	10.1290322580645	0
ECA2522	Swept	947	46	7936	8929	10.605890917236	0.515175271586964
ECA2523	Divergent	1514	41	7371	8926	16.96168496527	0.459332287698857
ECA2527	Swept	1053	30	7860	8943	11.7745722911775	0.335457900033546
ECA2529	Swept	939	8	8206	9153	10.2589314978696	0.0874030372555446
ECA2533	Swept	1265	2	7959	9226	13.71125081292	0.0216778668978972
ECA2536	Swept	972	4	8236	9212	10.551454624403	0.0434216239687364
ECA2546	Swept	872	18	8269	9159	9.52069003166284	0.196528005240747
ECA2549	Swept	932	0	8355	9287	10.0355335415096	0
ECA2551	Swept	1036	19	7953	9008	11.5008880994671	0.210923623445826
ECA2554	Swept	775	83	7903	8761	8.84602214359091	0.947380436023285
ECA2555	Swept	970	78	7629	8677	11.1789789097614	0.898928200991126
ECA2559	Swept	857	27	7978	8862	9.67050327239901	0.30467163168585
ECA2560	Swept	757	22	8309	9088	8.32966549295775	0.242077464788732
ECA2561	Swept	1318	42	7632	8992	14.6574733096085	0.467081850533808
ECA2565	Swept	409	12	8711	9132	4.47875602277705	0.131406044678055
ECA2568	Swept	688	96	7759	8543	8.05337703382887	1.12372702797612
ECA2581	Swept	2115	15	6930	9060	23.3443708609272	0.165562913907285
ECA2583	Swept	952	1	8560	9513	10.0073583517292	0.0105119310417324
ECA2584	Swept	967	9	8105	9081	10.64860698161	0.0991080277502478
PB306	Swept	1187	18	8141	9346	12.7006205863471	0.192595762893216
ECA2594	Swept	947	6	8207	9160	10.3384279475983	0.0655021834061135
ECA2595	Swept	1538	38	7253	8829	17.41986634953	0.430399818779024
ECA2601	Swept	1330	3	7948	9281	14.3303523327228	0.0323241030061416
ECA2602	Swept	713	14	8331	9058	7.8714948112166	0.154559505409583
ECA2603	Swept	718	15	8321	9054	7.93019659818865	0.165672630881378
ECA2607	Swept	655	8	8540	9203	7.11724437683364	0.0869281755949147
ECA2609	Swept	999	6	8198	9203	10.855155927415	0.065196131696186
ECA2612	Swept	1317	9	7754	9080	14.5044052863436	0.0991189427312775
ECA2615	Swept	756	23	8288	9067	8.33792875261939	0.253667144590272
ECA2641	Swept	817	2	8378	9197	8.8833315211482	0.021746221593998
ECA2648	Swept	958	8	8243	9209	10.4028667607775	0.0868715387121294
ECA2656	Swept	880	26	8117	9023	9.75285381802061	0.288152499168791
ECA2659	Swept	1124	135	7490	8749	12.8471825351469	1.54303348954166
ECA2660	Swept	1169	42	7489	8700	13.4367816091954	0.482758620689655
ECA2672	Swept	1056	8	8128	9192	11.4882506527415	0.0870322019147084
ECA2676	Swept	1021	18	7963	9002	11.3419240168851	0.199955565429904
ECA347	Divergent	2900	4	5873	8777	33.0409023584368	0.0455736584254301
ECA348	Swept	1330	2	7895	9227	14.414219139482	0.0216755175029804
ECA349	Swept	1104	5	8498	9607	11.4916206932445	0.0520453835744769
ECA36	Divergent	3182	10	6105	9297	34.2260944390664	0.10756157900398
ECA363	Divergent	3213	9	6201	9423	34.0974212034384	0.0955109837631328
ECA369	Divergent	1857	30	6978	8865	20.9475465313029	0.338409475465313
ECA372	Divergent	1539	5	8050	9594	16.0412757973734	0.0521159057744424
ECA396	Divergent	2838	7	6110	8955	31.6917922948074	0.0781686208821887
ECA592	Swept	1424	6	7760	9190	15.4951033732318	0.0652883569096844
ECA593	Divergent	1608	3	7608	9219	17.4422388545395	0.0325414904002603
ECA594	Swept	1459	2	7746	9207	15.8466384272836	0.0217226023677637
ECA640	Swept	1060	1	8167	9228	11.4867793671435	0.0108365843086259
ECA701	Divergent	2662	38	5697	8397	31.7017982612838	0.45254257472907
ECA703	Divergent	1847	12	7213	9072	20.3593474426808	0.132275132275132
ECA705	Divergent	1619	2	7683	9304	17.4011177987962	0.0214961306964746
ECA706	Divergent	1711	6	7428	9145	18.7096774193548	0.0656096227446692
ECA710	Divergent	1571	2	7667	9240	17.0021645021645	0.0216450216450216
ECA712	Divergent	1606	3	7679	9288	17.29112833764	0.0322997416020672
ECA722	Divergent	3088	3	6096	9187	33.6127136170676	0.0326548383585501
ECA723	Divergent	3060	2	5984	9046	33.8271059031616	0.0221092195445501
ECA724	Divergent	2999	5	6204	9208	32.5695047784535	0.0543006081668115
ECA730	Divergent	3043	6	6044	9093	33.4653029803145	0.0659848234905972
ECA732	Divergent	1688	7	7345	9040	18.6725663716814	0.0774336283185841
ECA733	Divergent	1698	7	7482	9187	18.4826385109394	0.076194622836617
ECA738	Divergent	1601	2	7629	9232	17.3418544194107	0.0216637781629116
ECA740	Divergent	3058	10	6007	9075	33.6969696969697	0.110192837465565
ECA741	Divergent	3094	8	6067	9169	33.7441378558185	0.0872505180499509
ECA742	Divergent	2989	9	6001	8999	33.2148016446272	0.100011112345816
ECA743	Divergent	1560	4	7671	9235	16.8922577152139	0.0433134813210612
ECA744	Divergent	2953	10	6078	9041	32.6623161154739	0.110607233713085
ECA745	Divergent	3098	3	6151	9252	33.4846519671422	0.0324254215304799
ECA746	Divergent	2958	5	6074	9037	32.7321013610712	0.0553280956069492
ECA760	Divergent	1645	2	7640	9287	17.7129320555615	0.0215354797028104
ECA768	Divergent	1643	5	7551	9199	17.8606370257637	0.0543537341015328
ECA777	Divergent	1634	2	7670	9306	17.558564367075	0.021491510853213
ECA778	Divergent	1604	2	7721	9327	17.1973839391015	0.0214431221185805
ECA807	Divergent	1706	3	7505	9214	18.5153028000868	0.032559149120903
ECA812	Divergent	1673	1	7627	9301	17.9873131921299	0.0107515320933233
ECA923	Swept	1141	33	7972	9146	12.4753990815657	0.36081347036956
ECA928	Swept	1325	27	7770	9122	14.5253233939925	0.295987721990791
ECA930	Swept	905	43	8220	9168	9.87129144851658	0.469022687609075
ED3005	Swept	1026	1	8202	9229	11.1171307834002	0.0108354101202731
ED3011	Swept	1052	13	8198	9263	11.357011767246	0.140343301306272
ED3012	Swept	315	18	8959	9292	3.39001291433491	0.193715023676281
ED3017	Swept	585	25	8267	8877	6.59006421088205	0.28162667567872
ED3040	Swept	1104	1	8080	9185	12.0195971692978	0.0108873162765378
ED3046	Swept	1110	2	8224	9336	11.8894601542416	0.0214224507283633
ED3048	Swept	876	12	8182	9070	9.65821389195149	0.132304299889746
ED3049	Swept	1126	8	8409	9543	11.7992245625065	0.0838310803730483
ED3052	Swept	1128	2	8422	9552	11.8090452261307	0.0209380234505863
ED3073	Swept	993	3	8111	9107	10.9037004502031	0.0329416932030306
ED3077	Swept	1004	3	8407	9414	10.6649670703208	0.0318674314850223
EG4347	Swept	502	18	8594	9114	5.50800965547509	0.197498354180382
EG4349	Swept	1321	5	8203	9529	13.8629446951411	0.0524714030853185
EG4724	Swept	1194	20	8148	9362	12.7536851100192	0.21362956633198
EG4725	Swept	1276	3	7770	9049	14.1010056359819	0.0331528345673555
EG4946	Swept	710	19	8466	9195	7.7215878194671	0.20663404023926
GXW1	Swept	964	12	8330	9306	10.3589082312487	0.128949065119278
JR4305	Divergent	1301	6	8018	9325	13.9517426273458	0.064343163538874
JT11398	Swept	873	0	8593	9466	9.22248045637017	0
JU1088	Swept	925	9	8170	9104	10.1603690685413	0.0988576449912126
JU1172	Swept	899	2	8330	9231	9.73892319358683	0.0216661250135413
JU1200	Swept	211	14	9133	9358	2.25475528959179	0.149604616371019
JU1212	Swept	694	22	8411	9127	7.60381286293415	0.241043059055549
JU1213	Swept	1138	10	8272	9420	12.0806794055202	0.106157112526539
JU1242	Swept	1136	3	7751	8890	12.7784026996625	0.0337457817772778
JU1246	Swept	1129	8	7875	9012	12.5277407900577	0.0887705281846427
JU1249	Swept	157	189	7720	8066	1.94644185469874	2.34316885693032
JU1395	Swept	605	54	8594	9253	6.53841997190101	0.583594509888685
JU1400	Swept	1108	4	7730	8842	12.5311015607329	0.0452386337932594
JU1409	Swept	958	1	8373	9332	10.2657522503215	0.0107158165452207
JU1440	Swept	761	1	8597	9359	8.13121059942302	0.0106849022331446
JU1491	Swept	1078	6	8224	9308	11.5814353244521	0.0644606789858187
JU1530	Swept	957	15	8391	9363	10.2210829862224	0.160205062479974
JU1543	Swept	380	6	9012	9398	4.04341349223239	0.0638433709299851
JU1568	Swept	327	11	8902	9240	3.53896103896104	0.119047619047619
JU1581	Swept	1248	25	7986	9259	13.4787774057674	0.270007560211686
JU1586	Swept	369	14	8938	9321	3.95880270357258	0.150198476558309
JU1652	Swept	1009	34	8074	9117	11.0672370297247	0.372929691784578
JU1666	Swept	1284	3	8328	9615	13.3541341653666	0.031201248049922
JU1792	Swept	662	1	8974	9637	6.86935768392653	0.0103766732385597
JU1793	Swept	1478	1	8144	9623	15.3590356437701	0.010391769718383
JU1808	Swept	973	3	8636	9612	10.1227632126509	0.031210986267166
JU1896	Swept	908	2	8145	9055	10.0276090557703	0.0220872446162341
JU1934	Swept	1098	1	8529	9628	11.404237640216	0.010386373078521
JU2001	Swept	1383	0	8011	9394	14.7221630828188	0
JU2007	Swept	1031	5	8463	9499	10.8537740814823	0.0526371196968102
JU2016	Swept	933	1	8691	9625	9.69350649350649	0.0103896103896104
JU2017	Swept	1256	2	8324	9582	13.1079106658318	0.0208724692131079
JU2106	Swept	1315	1	8290	9606	13.6893608161566	0.0104101603164689
JU2131	Swept	1318	7	8238	9563	13.782285893548	0.0731987869915299
JU2141	Swept	1135	2	8475	9612	11.8081564710778	0.0208073241781107
JU2234	Swept	946	1	8664	9611	9.84288835709083	0.010404744563521
JU2250	Swept	1311	8	8262	9581	13.6833315937794	0.0834985909612775
JU2257	Swept	389	9	9134	9532	4.08099034830046	0.0944187998321444
JU2316	Swept	1590	4	7651	9245	17.1984856679286	0.0432666306111412
JU2464	Swept	1115	8	8360	9483	11.7578825266266	0.0843614889802805
JU2466	Swept	882	2	8529	9413	9.37002018485074	0.0212472113035164
JU2478	Swept	1096	0	8522	9618	11.3953004782699	0
JU2513	Swept	902	4	8617	9523	9.47180510343379	0.0420035703034758
JU2519	Swept	1419	5	7925	9349	15.1780939137876	0.0534816557920633
JU2522	Swept	1221	3	8299	9523	12.821589835136	0.0315026777276068
JU2526	Divergent	1868	13	7544	9425	19.8196286472149	0.137931034482759
JU2534	Swept	934	1	8635	9570	9.75966562173459	0.0104493207941484
JU2565	Swept	372	4	9200	9576	3.88471177944862	0.0417710944026733
JU2566	Swept	581	3	9037	9621	6.03887329799397	0.0311817898347365
JU2570	Swept	1301	0	8319	9620	13.5239085239085	0
JU2572	Swept	542	1	8997	9540	5.68134171907757	0.010482180293501
JU2575	Swept	526	3	9090	9619	5.46834390269259	0.0311882732092733
JU2576	Swept	1243	1	8359	9603	12.9438717067583	0.0104134124752681
JU2578	Swept	1102	6	8502	9610	11.4672216441207	0.0624349635796046
JU258	Swept	1522	7	7548	9077	16.7676545114024	0.077117990525504
JU2581	Swept	1273	6	8255	9534	13.3522131319488	0.0629326620516048
JU2586	Swept	1286	7	8324	9617	13.3721534782157	0.0727877716543621
JU2587	Swept	1013	27	8105	9145	11.077091306725	0.295243302351011
JU2592	Swept	679	8	8926	9613	7.06335171122438	0.0832206387184022
JU2593	Swept	1253	2	8258	9513	13.1714495952907	0.0210238620834647
JU2600	Swept	1119	4	8479	9602	11.6538221203916	0.0416579879191835
JU2610	Swept	1137	2	8415	9554	11.9007745446933	0.0209336403600586
JU2619	Swept	876	6	8411	9293	9.42645001614118	0.0645647261379533
JU2800	Swept	1185	2	8315	9502	12.4710587244791	0.0210482003788676
JU2811	Swept	1287	8	8240	9535	13.4976402726796	0.0839014158363922
JU2825	Swept	483	1	9040	9524	5.07139857202856	0.0104997900041999
JU2829	Swept	1338	1	8279	9618	13.9114160948222	0.0103971719692244
JU2838	Swept	1274	0	8312	9586	13.2902148967244	0
JU2841	Swept	1192	4	8376	9572	12.4529878813205	0.0417885499373172
JU2853	Swept	717	0	8919	9636	7.44084682440847	0
JU2862	Swept	1102	3	8526	9631	11.4422178382307	0.0311494133527152
JU2866	Swept	1096	0	8387	9483	11.5575239902984	0
JU2878	Swept	1058	1	8367	9426	11.2242732866539	0.0106089539571398
JU2879	Swept	1403	1	8080	9484	14.7933361450865	0.0105440742302826
JU2906	Swept	800	8	8745	9553	8.37433267036533	0.0837433267036533
JU2907	Swept	376	9	9203	9588	3.92156862745098	0.0938673341677096
JU310	Swept	921	5	8047	8973	10.2641257104647	0.0557227237267358
JU311	Swept	758	5	8498	9261	8.18486124608574	0.0539898499082173
JU3125	Swept	786	1	8542	9329	8.42534033658484	0.010719262514739
JU3127	Swept	822	14	8452	9288	8.85012919896641	0.150732127476314
JU3128	Swept	774	48	8228	9050	8.5524861878453	0.530386740331492
JU3132	Swept	1152	1	8195	9348	12.3234916559692	0.0106974753958066
JU3134	Swept	872	4	8433	9309	9.36727897733376	0.0429691696207971
JU3135	Swept	847	56	8132	9035	9.37465412285556	0.619811842833426
JU3137	Swept	1123	3	8248	9374	11.9799445274163	0.0320034136974611
JU3140	Swept	1221	0	8079	9300	13.1290322580645	0
JU3141	Swept	778	0	8544	9322	8.34584853035829	0
JU3144	Swept	989	43	7985	9017	10.9681712321171	0.476877010092048
JU3166	Swept	1488	1	7809	9298	16.0034416003442	0.0107550010755001
JU3167	Divergent	1580	3	7750	9333	16.9291760420015	0.0321440051430408
JU3169	Swept	1505	5	7752	9262	16.2491902396891	0.053984020729864
JU3224	Swept	948	77	7862	8887	10.6672667941938	0.866434117249916
JU3225	Swept	756	67	8229	9052	8.35174547061423	0.740167918692002
JU3226	Divergent	2421	112	5839	8372	28.9178213091257	1.33779264214047
JU3228	Swept	1107	17	8162	9286	11.9211716562567	0.18307129011415
JU323	Swept	1071	2	8166	9239	11.5921636540751	0.0216473644333802
JU3280	Swept	1164	4	8113	9281	12.5417519663829	0.0430988040081888
JU3282	Swept	922	2	8381	9305	9.90865126276196	0.0214938205265986
JU3291	Swept	1046	4	8247	9297	11.2509411638163	0.0430246316015919
JU3318	Swept	859	50	8127	9036	9.50641876936698	0.553342186808322
JU346	Swept	794	70	7850	8714	9.11177415652972	0.803305026394308
JU360	Swept	1051	3	8543	9597	10.9513389600917	0.0312597686777118
JU367	Swept	442	1	8889	9332	4.73639091298757	0.0107158165452207
JU3795	Swept	1120	0	8474	9594	11.6739628934751	0
JU393	Swept	879	13	8401	9293	9.45873237921016	0.139890239965565
JU394	Swept	419	15	8844	9278	4.51605949558094	0.161672774304807
JU397	Swept	1068	1	8158	9227	11.5747263465915	0.0108377587514902
JU4047	Swept	1282	3	8090	9375	13.6746666666667	0.032
JU406	Swept	379	0	8907	9286	4.0814128796037	0
JU4073	Swept	967	13	8143	9123	10.5995834703497	0.142496985640688
JU4082	Divergent	1561	21	7484	9066	17.2181778071917	0.231634679020516
JU4098	Swept	902	34	7972	8908	10.1257296811855	0.381679389312977
JU440	Swept	582	6	8698	9286	6.26749946155503	0.0646133965108766
JU561	Swept	795	3	8666	9464	8.40025359256128	0.0316990701606086
JU642	Swept	784	40	7666	8490	9.23439340400471	0.471142520612485
JU751	Swept	1159	0	8162	9321	12.4342881665057	0
JU774	Swept	984	4	8303	9291	10.590894413949	0.0430524163168658
JU775	Swept	1803	14	7577	9394	19.1931019799872	0.14903129657228
JU778	Swept	1233	2	8335	9570	12.884012539185	0.0208986415882968
JU782	Swept	1333	1	8169	9503	14.027149321267	0.010522992739135
JU792	Swept	1316	0	8056	9372	14.0418267178831	0
JU830	Swept	1049	4	8197	9250	11.3405405405405	0.0432432432432432
JU847	Swept	1122	19	8145	9286	12.0827051475339	0.204609088951109
KR314	Swept	1058	1	8192	9251	11.4366014484921	0.0108096422008432
LKC34	Swept	1059	7	8202	9268	11.4264134656884	0.0755287009063444
MY1	Swept	1083	8	8247	9338	11.5977725423003	0.0856714499892911
MY10	Swept	1106	7	8260	9373	11.7998506348021	0.0746825989544436
MY16	Swept	1282	6	8116	9404	13.6324968098681	0.0638026371756699
MY18	Swept	1166	3	8019	9188	12.6904658249891	0.0326512842838485
MY2147	Swept	951	10	8408	9369	10.1504963176433	0.10673497705198
MY2212	Swept	1047	1	8595	9643	10.8576169241937	0.0103702167375298
MY23	Divergent	1598	9	7584	9191	17.3865738222174	0.0979218801000979
MY2453	Swept	1009	0	8592	9601	10.5093219456307	0
MY2530	Swept	471	680	8214	9365	5.02936465563267	7.26107848371596
MY2535	Swept	881	2	8476	9359	9.41339886740036	0.0213698044662891
MY2573	Swept	895	3	8631	9529	9.39238115227201	0.0314828418511911
MY2585	Swept	922	15	8172	9109	10.1218575035679	0.164672302118784
MY2693	Swept	885	0	8372	9257	9.56033272118397	0
MY2713	Swept	961	0	8489	9450	10.1693121693122	0
MY2741	Swept	1022	9	8333	9364	10.9141392567279	0.0961127723195216
MY518	Swept	1018	13	8107	9138	11.1402932808054	0.142263077259794
